name	color	hallmark	disease
SLC27A4			Congenital_Abnormality Stomach_Carcinoma Congenital_Nonbullous_Ichthyosiform_Erythroderma Obesity Malignant_neoplasm_of_stomach Autism_Spectrum_Disorders Steatohepatitis Dehydration Acute_lymphocytic_leukemia Ichthyoses Insulin_resistance_syndrome Carcinoma_of_lung Dermatologic_disorders Myoclonus Congenital_ichthyosis Diabetes_Mellitus,_Non-Insulin-Dependent Triple_Negative_Breast_Neoplasms Lung_Neoplasms Virus_Diseases Autistic_Disorder Malignant_neoplasm_of_lung Ichthyosiform_Erythroderma,_Congenital Metabolic_Syndrome_X Seizures Primary_malignant_neoplasm_of_lung eyelids_(symptom) Thick_skin Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma ICHTHYOSIS_PREMATURITY_SYNDROME Fatty_Liver
HSPA1A	COMPLEMENT	COMPLEMENT	Malignant_neoplasm_of_ovary Pancreatitis Ischemic_stroke Small_cell_carcinoma_of_lung Colorectal_Cancer Malignant_Neoplasms Graves_Disease VITILIGO-ASSOCIATED_MULTIPLE_AUTOIMMUNE_DISEASE_SUSCEPTIBILITY_1_(finding) Chronic_Kidney_Diseases Kidney_Failure,_Acute Nasopharyngeal_carcinoma Carcinoma_of_lung Prostate_carcinoma Osteopenia Unipolar_Depression Parkinson_Disease Neoplasm_Metastasis Spondylarthropathies Pancreatitis,_Chronic Malignant_neoplasm_of_stomach Ovarian_Carcinoma Congestive_heart_failure Duodenal_Ulcer Carcinogenesis Central_neuroblastoma Measles Immunologic_Deficiency_Syndromes High_altitude_pulmonary_edema Coronary_Artery_Disease Major_Depressive_Disorder Malignant_tumor_of_colon Transient_Ischemic_Attack Colorectal_Carcinoma Malignant_neoplasm_of_lung Breast_Carcinoma Thyroid_associated_opthalmopathies Alzheimer's_Disease Childhood_Acute_Lymphoblastic_Leukemia Pretibial_myxedema Autoimmune_thyroid_disease Hypopigmentation_disorder Severe_Sepsis Immune_System_Diseases Crohn_Disease Colon_Carcinoma Coronary_Arteriosclerosis Benign_Prostatic_Hyperplasia Hyperglycemia Obesity Dementia,_Vascular Schizophrenia Glioma Carcinoma,_Transitional_Cell Ankylosing_spondylitis Community_acquired_pneumonia Lupus_Erythematosus,_Systemic Tauopathies Diabetes_Mellitus,_Insulin-Dependent Ulcerative_Colitis Diabetes Pneumonitis Carcinoma_breast_stage_IV Diabetes_Mellitus,_Non-Insulin-Dependent Leishmaniasis,_Visceral Carotid_artery_occlusion Multiple_Sclerosis Renal_Cell_Carcinoma Cerebral_Ischemia Graft-vs-Host_Disease Carcinoma_of_bladder Transitional_cell_carcinoma_of_bladder Malignant_neoplasm_of_prostate Vascular_Diseases Diabetes_Mellitus Agranulocytosis Autoimmune_Diseases Pneumonia Male_infertility Inflammatory_Bowel_Diseases Kidney_Failure Non-Small_Cell_Lung_Carcinoma Fibrosarcoma Primary_malignant_neoplasm Cardiovascular_Diseases Malignant_neoplasm_of_breast Primary_malignant_neoplasm_of_lung Cerebrovascular_accident Lymphoma Malignant_neoplasm_of_urinary_bladder Diabetic_Nephropathy Respiratory_Distress_Syndrome,_Newborn Neurodegenerative_Disorders Polycystic_Ovary_Syndrome Glioblastoma Prediabetes_syndrome Paranoid_Schizophrenia melanoma Arteriosclerosis Renal_Insufficiency Bladder_Neoplasm Zinc_deficiency Vitiligo Stomach_Carcinoma Sarcoidosis Coronary_heart_disease Multiple_Myeloma Cerebral_Infarction Tumor_Immunity Liver_carcinoma Enterocutaneous_Fistula leukemia Carotid_Stenosis Acute_pancreatitis Neuroblastoma Metabolic_Diseases Mumps Sleep_Apnea,_Obstructive Amyloidosis Atherosclerosis Ki-1+_Anaplastic_Large_Cell_Lymphoma Respiratory_Distress_Syndrome,_Adult Major_depression,_single_episode Urothelial_Carcinoma
HSPA5		HYPOXIA COMPLEMENT UNFOLDED_PROTEIN_RESPONSE MTORC1_SIGNALING GLYCOLYSIS	Secondary_malignant_neoplasm_of_lymph_node Colorectal_Cancer Choriocarcinoma Burkitt_Lymphoma Osteosarcoma Prostate_carcinoma Colitis,_Ischemic Malignant_Head_and_Neck_Neoplasm Pneumonia Psoriasis_vulgaris pathologic_fistula Cutis_laxa,_x-linked Congenital_contractural_arachnodactyly leukemia Dengue_Fever Generalized_Anxiety_Disorder Metabolic_Syndrome_X Glioblastoma Osteosarcoma_of_bone Squamous_cell_carcinoma_of_the_head_and_neck Degenerative_polyarthritis Acute_lymphocytic_leukemia Tumor_Progression Colorectal_Neoplasms Virus_Diseases Colonic_Diseases Adenocarcinoma Cholangiocarcinoma Fibrosis,_Liver Glioma Malignant_neoplasm_of_endometrium Parkinson_Disease Adenocarcinoma_of_the_gastroesophageal_junction Malignant_neoplasm_of_lung Triple_Negative_Breast_Neoplasms Familial_juvenile_gout Stomach_Carcinoma Cirrhosis Non-alcoholic_Fatty_Liver_Disease Astrocytoma PARKINSON_DISEASE,_LATE-ONSET Bladder_Neoplasm Renal_Cell_Carcinoma Familial_encephalopathy_with_neuroserpin_inclusion_bodies PACHYONYCHIA_CONGENITA_3 Pancreatitis,_Chronic Hepatoma_resectable Liver_carcinoma Hydatidiform_Mole Diabetes_Mellitus,_Non-Insulin-Dependent Coronary_Arteriosclerosis Myocardial_Ischemia Tumor_Angiogenesis Malonic_aciduria Neurodegenerative_Disorders Small_cell_carcinoma_of_lung Adult_Glioblastoma Squamous_cell_carcinoma Diabetes_Mellitus,_Insulin-Dependent Malignant_neoplasm_of_stomach Metastatic_Neoplasm Rectal_Carcinoma Squamous_cell_carcinoma_of_esophagus Interstitial_lung_fibrosis Adenocarcinoma_of_colon Uterine_Corpus_Cancer Prediabetes_syndrome Malignant_Neoplasms Adenomatous_Polyposis_Coli Myasthenia_Gravis Endometrial_Carcinoma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Malignant_neoplasm_of_prostate Steatohepatitis Diabetes Olfactory_Neuroblastoma Alzheimer's_Disease Diabetes_Mellitus Solid_Neoplasm Colon_Carcinoma Secondary_malignant_neoplasm_of_liver refractory_plasma_cell_neoplasm Atrial_Fibrillation Liver_Cirrhosis Primary_malignant_neoplasm_of_lung Liver_neoplasms Malignant_neoplasm_of_ovary Neoplasm_Metastasis Malignant_neoplasm_of_liver Stomach_Neoplasms Adrenoleukodystrophy Folic_Acid_Deficiency Proliferative_glomerulonephritis Neoplasms Malignant_neoplasm_of_pancreas Japanese_Encephalitis Carcinogenesis Obesity Hyperhomocysteinemia Cardiac_Arrest Colorectal_Carcinoma Glioblastoma_Multiforme Hepatoblastoma Bipolar_I_disorder Pregnancy_Complications Ataxia,_Spinocerebellar Complete_hydatidiform_mole Nasopharyngeal_carcinoma Ovarian_Carcinoma Hepatitis_C Coronary_Artery_Disease Malignant_tumor_of_colon Breast_Carcinoma Trigeminal_Neuralgia Colonic_Neoplasms Malignant_Glioma Invasive_Ductal_Breast_Carcinoma Marinesco-Sjogren_syndrome Malignant_neoplasm_of_gastrointestinal_tract Progressive_Neoplastic_Disease Alcoholic_Liver_Diseases Childhood_Glioblastoma Mammary_Neoplasms Fibrosarcoma Oculocutaneous_albinism_type_1 Radiation_Damage Gastric_Adenocarcinoma SPINOCEREBELLAR_ATAXIA_17 Neuroblastoma Malignant_neoplasm_of_thyroid Central_neuroblastoma Infectious_colitis Myositis Metastatic_melanoma Diabetic_Nephropathy Congenital_cataract Malignant_neoplasm_of_breast Multiple_Myeloma B-Cell_Lymphomas Hyperglycemia Cerebellar_degeneration Acidosis,_Lactic Uterine_Fibroids Progressive_cGVHD Recurrent_tumor Hepatitis_B Amyloidosis Adenoma Myopathy Fatty_Liver Pancreatic_carcinoma Lymphoma Childhood_Osteosarcoma Protein_C_Deficiency Urothelial_Carcinoma melanoma Hepatocarcinogenesis Carcinoma,_Transitional_Cell Pancreatic_Ductal_Adenocarcinoma Non-Small_Cell_Lung_Carcinoma Lafora_Disease Neuroblastic_tumors Bipolar_Disorder Chronic_Lymphocytic_Leukemia Carcinoma_of_lung Glomerulonephritis Adenocarcinoma,_metastatic Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Thyroid_carcinoma Hemorrhagic_Fever,_Ebola Primary_malignant_neoplasm Macular_dystrophy,_corneal_type_1
GTF2B	DNA_REPAIR	DNA_REPAIR	melanoma Tumor_Angiogenesis stage,_non-small_cell_lung_cancer Carcinogenesis Autoimmune_Diseases Osteoporosis Multiple_Sclerosis
ACADS		ADIPOGENESIS FATTY_ACID_METABOLISM	Bipolar_Disorder Acyl-CoA_dehydrogenase_deficiency Epilepsy Medium-chain_acyl-coenzyme_A_dehydrogenase_deficiency Pediatric_failure_to_thrive Deficiency_of_butyryl-CoA_dehydrogenase
HSPA14			Endometriosis Coronary_Arteriosclerosis Atherosclerosis Neurodegenerative_Disorders Ovarian_Carcinoma Juvenile_arthritis Tuberculosis Pelvic_Inflammatory_Disease SIMPSON-GOLABI-BEHMEL_SYNDROME,_TYPE_1 Neuroblastoma Epithelial_ovarian_cancer Autoimmune_arthritis Mucocutaneous_Lymph_Node_Syndrome Fibrosarcoma Polyarthritis Periodontitis Down_Syndrome Chagas_Disease Malignant_neoplasm_of_prostate Reproductive_tract_infection Periodontal_Diseases Autoimmune_Diseases Arteriosclerosis Colitis Malignant_neoplasm_of_stomach Gingival_Diseases Alzheimer's_Disease Neoplasm_Metastasis Rheumatoid_Arthritis Coronary_Artery_Disease Malignant_neoplasm_of_ovary Multiple_Sclerosis Astrocytoma Stomach_Carcinoma Bipolar_Disorder Chronic_Kidney_Diseases Chronic_Obstructive_Airway_Disease Diabetes Dengue_Fever Lyme_Disease Epithelioma Infection_caused_by_Helicobacter_pylori Leukodystrophy,_Hypomyelinating,_4 Ankylosing_spondylitis Multiple_Myeloma Pneumonia Central_neuroblastoma infertility_tubal_factor Diabetes,_Autoimmune Amyloidosis Recurrent_aphthous_ulcer Reiter_Syndrome Obesity Infectious_gastroenteritis Mitochondrial_Respiratory_Chain_Deficiencies Arthritis Tumor_Progression Sepsis Prostate_carcinoma Scrub_Typhus Influenza Osteopenia Behcet_Syndrome MRSA_-_Methicillin_resistant_Staphylococcus_aureus_infection Virus_Diseases Carcinoma_of_bladder Coronary_heart_disease Spastic_Paraplegia,_Hereditary Diabetes_Mellitus Dystrophia_myotonica_2 Arthritis_in_animals Diabetes_Mellitus,_Insulin-Dependent Arthritis,_Reactive Sudden_infant_death_syndrome Juvenile_rheumatoid_arthritis Adenocarcinoma Septicemia Mammary_Neoplasms Gingivitis
MTRF1	OXIDATIVE_PHOSPHORYLATION	OXIDATIVE_PHOSPHORYLATION	Kidney_Failure,_Chronic Chronic_kidney_disease_stage_5 Kidney_Failure
RPS15A			Colorectal_Cancer Hepatitis_B Glioblastoma Colorectal_Carcinoma Adenocarcinoma_of_lung_(disorder) Liver_carcinoma Carcinoma_of_lung Malignant_neoplasm_of_lung Neoplasm_Metastasis Primary_malignant_neoplasm_of_lung Carcinogenesis
FUCA1		EPITHELIAL_MESENCHYMAL_TRANSITION P53_PATHWAY KRAS_SIGNALING_UP	Colorectal_Carcinoma Colorectal_Neoplasms Thyroid_carcinoma Malignant_neoplasm_of_thyroid Colorectal_Cancer Fucosidase_Deficiency_Disease Thyroid_Neoplasm Asthma
HSPH1	FATTY_ACID_METABOLISM	FATTY_ACID_METABOLISM	Tauopathies Colorectal_Carcinoma Immunologic_Deficiency_Syndromes Lymphoma,_Non-Hodgkin Pancreatic_carcinoma Lymphoma Tumor_Progression Malignant_neoplasm_of_breast Breast_Carcinoma Renal_Cell_Carcinoma Malignant_neoplasm_of_large_intestine Colorectal_Cancer Adenocarcinoma Hepatocarcinogenesis Colorectal_Neoplasms melanoma Colitis Liver_carcinoma Alzheimer's_Disease Mammary_Neoplasms Amyloidosis Malignant_neoplasm_of_stomach B-Cell_Lymphomas Stomach_Carcinoma Malignant_neoplasm_of_pancreas Bulbo-Spinal_Atrophy,_X-Linked
DHRS4L2			
HADH		ADIPOGENESIS APICAL_JUNCTION FATTY_ACID_METABOLISM	Protein_Deficiency Alpha-Methylacyl-CoA_Racemase_Deficiency Hyperinsulinemic_hypoglycemia Zellweger_Syndrome Liver_diseases Diabetes_Mellitus,_Non-Insulin-Dependent Trifunctional_Protein_Deficiency_With_Myopathy_And_Neuropathy Peroxisomal_Disorders Ketotic_hypoglycemia Adrenoleukodystrophy Hyperinsulinism Amyloidosis Alzheimer's_Disease Congenital_Hyperinsulinism
NAGA			Neuroaxonal_Dystrophies Fabry_Disease Schindler_Disease,_Type_I Schindler_Disease,_Type_II Infantile_Neuroaxonal_Dystrophy Vegetative_State
TUFM	MYC_TARGETS_V1	MYC_TARGETS_V1	Atherosclerosis Parkinson_Disease Hepatitis_B Benign_melanocytic_nevus Melanocytic_nevus Arteriosclerosis Chronic_Lymphocytic_Leukemia Nevus Obesity Ulcerative_Colitis Asthma Inflammatory_Bowel_Diseases
CWC27			
HSPA1B			Stomach_Carcinoma Sleep_Apnea,_Obstructive Pancreatitis Malignant_neoplasm_of_prostate Pneumonitis Childhood_Acute_Lymphoblastic_Leukemia Coronary_Artery_Disease Crohn_Disease Hypopigmentation_disorder Measles Chronic_Kidney_Diseases Malignant_tumor_of_colon Autoimmune_Diseases Colorectal_Carcinoma Pancreatitis,_Alcoholic Pretibial_myxedema Neuroblastoma Cerebral_Ischemia Cerebrovascular_accident Transient_Ischemic_Attack melanoma Enterocutaneous_Fistula Anxiety_Disorders Pneumonia Carcinoma_of_bladder Vitiligo Paranoid_Schizophrenia Carotid_artery_occlusion Ki-1+_Anaplastic_Large_Cell_Lymphoma Malignant_neoplasm_of_ovary Diabetic_Foot Multiple_Sclerosis Bladder_Neoplasm Schizophrenia Ischemic_stroke Breast_Carcinoma Colorectal_Cancer Nasopharyngeal_carcinoma Kidney_Failure Glioblastoma Respiratory_Distress_Syndrome,_Newborn Respiratory_Distress_Syndrome,_Adult Renal_Cell_Carcinoma Osteopenia Ovarian_Carcinoma Acute_pancreatitis Malignant_neoplasm_of_urinary_bladder Ankylosing_spondylitis Zinc_deficiency Major_Depressive_Disorder Lymphoma Unipolar_Depression Chronic_heart_failure Carcinoma,_Transitional_Cell Tauopathies Thyroid_associated_opthalmopathies Male_infertility Hyperglycemia Neurodegenerative_Disorders Age-related_cataract Familial_dilated_cardiomyopathy Immunologic_Deficiency_Syndromes Carotid_Stenosis Foot_Ulcer VITILIGO-ASSOCIATED_MULTIPLE_AUTOIMMUNE_DISEASE_SUSCEPTIBILITY_1_(finding) Hepatitis,_Chronic Prediabetes_syndrome Kidney_Failure,_Acute Arteriosclerosis Autoimmune_thyroid_disease Severe_Sepsis Diabetic_Nephropathy Obesity Cerebral_Infarction Prostate_carcinoma Carcinoma_of_lung Multiple_Myeloma High_altitude_pulmonary_edema Alzheimer's_Disease Pancreatitis,_Chronic Major_depression,_single_episode Non-Small_Cell_Lung_Carcinoma Malignant_neoplasm_of_lung Lupus_Erythematosus,_Systemic Renal_Insufficiency Malignant_Neoplasms Primary_malignant_neoplasm_of_lung Benign_Prostatic_Hyperplasia Ulcerative_Colitis Neoplasm_Metastasis Graves_Disease Parkinson_Disease Leishmaniasis,_Visceral Inflammatory_Bowel_Diseases Congestive_heart_failure Essential_Hypertension Immune_System_Diseases Malignant_neoplasm_of_breast Mumps Diabetes_Mellitus Fibrosarcoma Central_neuroblastoma Urothelial_Carcinoma Small_cell_carcinoma_of_lung Cataract Tumor_Immunity Duodenal_Ulcer Liver_carcinoma Diabetes_Mellitus,_Insulin-Dependent Metabolic_Diseases Colon_Carcinoma Graft-vs-Host_Disease Spondylarthropathies Cardiomyopathy,_Dilated Carcinogenesis Glioma Urinary_tract_infection Diabetes_Mellitus,_Non-Insulin-Dependent Agranulocytosis Recurrent_urinary_tract_infection Sarcoidosis Primary_malignant_neoplasm Community_acquired_pneumonia Transitional_cell_carcinoma_of_bladder Dementia,_Vascular Malignant_neoplasm_of_stomach Very_Low_Birth_Weight Diabetes Atherosclerosis
GLA		ESTROGEN_RESPONSE_EARLY ESTROGEN_RESPONSE_LATE PROTEIN_SECRETION MTORC1_SIGNALING	Lung_diseases Cerebral_Small_Vessel_Diseases Ischemic_stroke Hypertrophic_Cardiomyopathy Peripheral_Neuropathy Generalized_glycogen_storage_disease_of_infants Vascular_Diseases Lysosomal_Storage_Diseases Polycystic_Kidney_Diseases Transient_Cerebral_Ischemia Pain,_Burning Protein_S_Deficiency Renal_Insufficiency Cerebrovascular_Disorders Transient_Ischemic_Attack Cerebrovascular_accident Dysautonomia,_Familial Left_Ventricular_Hypertrophy Angiokeratoma Ectopic_kidney Storage_disease Fabry_Disease Hypertensive_disease Thrombosis_of_cerebral_veins Airway_Obstruction Kidney_Failure Hypohidrosis Endothelial_dysfunction Neuralgia Metabolic_Diseases Myocardial_Infarction Familial_Mediterranean_Fever Chronic_kidney_disease_stage_5 Glycogen_storage_disease_type_II Pseudoxanthoma_Elasticum Influenza Cornea_verticillata Mechanical_Allodynia Pain Heart_Diseases Abdominal_Pain Primary_Erythermalgia Inborn_Errors_of_Metabolism Glaucoma neurological_pain Gaucher_Disease Small_Fiber_Neuropathy Papillary_thyroid_carcinoma Autonomic_nervous_system_disorders Acroparesthesia Kidney_Failure,_Chronic Kidney_Diseases Hyperalgesia,_Thermal Corneal_dystrophy Brucellosis
PSMA1	MYC_TARGETS_V1	MYC_TARGETS_V1	High-Grade_Squamous_Intraepithelial_Lesions Cervical_Intraepithelial_Neoplasia Cervix_carcinoma MYELODYSPLASTIC_SYNDROME Squamous_intraepithelial_lesion Low_Grade_Squamous_Intraepithelial_Neoplasia Cervical_intraepithelial_neoplasia_grade_2 Hepatitis_B Breast_Carcinoma Malignant_neoplasm_of_breast Coinfection
DLST		FATTY_ACID_METABOLISM OXIDATIVE_PHOSPHORYLATION	Malignant_neoplasm_of_prostate Alzheimer's_Disease Neurodegenerative_Disorders Wernicke-Korsakoff_Syndrome Androgen-Insensitivity_Syndrome Primary_biliary_cirrhosis Prostate_carcinoma
HSPA9		UNFOLDED_PROTEIN_RESPONSE MTORC1_SIGNALING OXIDATIVE_PHOSPHORYLATION	Neuroblastoma Parkinson_Disease Herpes_Simplex_Infections Liver_and_Intrahepatic_Biliary_Tract_Carcinoma Malignant_neoplasm_of_liver Malignant_tumor_of_colon Schizophrenia Medullary_carcinoma_of_thyroid UV-Sensitive_Syndrome Cockayne_Syndrome Drug_usage Psychotic_Disorders Parasitemia Neurodegenerative_Disorders Central_neuroblastoma MYELODYSPLASTIC_SYNDROME Myeloid_Leukemia EVEN-PLUS_SYNDROME Liver_carcinoma Hematological_Disease Chronic_schizophrenia Liver_neoplasms Stomach_Carcinoma Adenocarcinoma CRANIOSYNOSTOSIS,_TYPE_2 Disorder_of_cellular_component_of_blood Myeloproliferative_disease Abnormal_behavior Primary_malignant_neoplasm_of_lung Colon_Carcinoma Secondary_malignant_neoplasm_of_liver Recurrent_tumor Malignant_neoplasm_of_prostate Cockayne_Syndrome,_Type_II Alzheimer's_Disease Chronic_myeloproliferative_disorder Skeletal_dysplasia Non-Small_Cell_Lung_Carcinoma Carcinoma_of_lung Neoplasms Osteochondrodysplasias Congenital_Abnormality Leukemia,_Myelocytic,_Acute Colorectal_Carcinoma Colorectal_Cancer Dystrophia_myotonica_2 Malaria Nonorganic_psychosis Parkinsonian_Disorders leukemia Neoplasm_Metastasis 5q-syndrome CNS_disorder Cockayne_Syndrome,_Type_I Prostate_carcinoma Carcinogenesis Malignant_neoplasm_of_lung Premature_aging_syndrome Malignant_neoplasm_of_stomach Cystic_Fibrosis
DRG2			
FUCA2			Asthma Mucolipidoses Autoimmune_Diseases Stomach_Carcinoma Malignant_neoplasm_of_stomach Duodenal_Ulcer
ENPP4			Cerebrovascular_accident
ELANE	ALLOGRAFT_REJECTION	ALLOGRAFT_REJECTION	Neutropenia,_severe_chronic VITILIGO-ASSOCIATED_MULTIPLE_AUTOIMMUNE_DISEASE_SUSCEPTIBILITY_1_(finding) Tumor_Progression Hodgkin_Disease Malignant_neoplasm_of_lung Blood_Platelet_Disorders Arthritis Colitis Breast_Carcinoma Carcinogenesis Recurrent_fevers Nuclear_cataract Immune_neutropenia Adult_Solid_Neoplasm Mucosal_ulcer Hepatitis_C Vasculitis Mycoses Acute_Promyelocytic_Leukemia Congestive_heart_failure Bronchopulmonary_Dysplasia Nevus_elasticus Ulcer Nuclear_non-senile_cataract Tuberculosis Lung_diseases Nasopharyngeal_carcinoma Mammary_Tumorigenesis leukemia Myeloid_Leukemia Congenital_bilateral_aplasia_of_vas_deferens beta^+^_Thalassemia Hepatocarcinogenesis Vitiligo Bone_Marrow_failure_syndromes Cardiac_defects Cooley's_anemia Asthma Cardiovascular_Diseases Cystic_Fibrosis Colon_Carcinoma Coronary_Artery_Disease Myelodysplasia Periodontitis Promyelocytic_leukemia Cardiomyopathy,_Familial_Idiopathic Hepatoblastoma Cyclic_neutropenia beta_Thalassemia Pneumonia Obesity Leukopenia Down_Syndrome Non-Small_Cell_Lung_Carcinoma Malignant_tumor_of_colon Kidney_Failure,_Acute Hyperinsulinism Coronary_Arteriosclerosis Myeloid_Leukemia,_Chronic Cerebrovascular_accident Arteriopathic_disease Plasminogen_Deficiency,_Type_I Bronchiolitis_Obliterans MYELODYSPLASTIC_SYNDROME Carcinoma_of_lung Chronic_Obstructive_Airway_Disease Liver_carcinoma alpha-1-Antitrypsin_Deficiency,_Autosomal_Recessive Neutrophilia_(disorder) Childhood_Solid_Neoplasm Relapsing_Fever Chronic_lung_disease Ligneous_conjunctivitis Pneumonitis Lung_Neoplasms Joint_swelling Bacterial_Infections Coronary_heart_disease alpha_1-Antitrypsin_Deficiency Adrenoleukodystrophy Bronchitis,_Chronic Mammary_Neoplasms Neoplasm_Metastasis Respiratory_Distress_Syndrome,_Newborn Prostate_carcinoma Neoplasms Leukemia,_Myelocytic,_Acute Adenocarcinoma_of_lung_(disorder) Septicemia Epilepsy Specific_granule_deficiency Steatohepatitis Hermanski-Pudlak_Syndrome Lymphoma Fatty_Liver Alzheimer's_Disease Malignant_neoplasm_of_breast Hyperactive_behavior Rett_Syndrome Neutropenia Amyloidosis Pulmonary_Emphysema Hemochromatosis Ichthyosis_linearis_circumflexa Myocardial_Infarction Primary_malignant_neoplasm_of_lung Pulmonary_Fibrosis Psoriasis GENERALIZED_EPILEPSY_WITH_FEBRILE_SEIZURES_PLUS,_TYPE_2 Cataract Malaria Hereditary_cystatin_C_amyloid_angiopathy Inflammatory_disorder Pseudoxanthoma_Elasticum Mycobacterium_Infections Sepsis Solid_Neoplasm Primary_immune_deficiency_disorder Severe_congenital_neutropenia Malignant_neoplasm_of_prostate Malignant_Neoplasms Rheumatoid_Arthritis Escherichia_coli_septicemia Alcoholic_Liver_Diseases Congenital_neutropenia Pancytopenia Leukemia,_Myeloid,_Chronic-Phase
ACADSB	OXIDATIVE_PHOSPHORYLATION	OXIDATIVE_PHOSPHORYLATION	Hypertensive_disease Essential_Hypertension Diabetes_Mellitus Malignant_neoplasm_of_breast Hyperlipidemia Breast_Carcinoma 2-methylbutyrylglycinuria
ARF5			
PPIL4			
ESD			Patau_syndrome Migraine_Disorders Hepatolenticular_Degeneration Non-Small_Cell_Lung_Carcinoma Monosomy Sporadic_Retinoblastoma Familial_Retinoblastoma Retinoblastoma_bilateral Retinoblastoma_unilateral Retinoblastoma Diabetes_Mellitus,_Insulin-Dependent
POLR2B			Keratitis Age_related_macular_degeneration Colorectal_Carcinoma
RFC5	DNA_REPAIR	DNA_REPAIR	
PSMC1			Myopia Ataxia_Telangiectasia Malignant_neoplasm_of_stomach Angiomyolipoma Stomach_Carcinoma
AUH	FATTY_ACID_METABOLISM	FATTY_ACID_METABOLISM	3-Methylglutaconic_aciduria_type_1 3-Methylglutaconic_Aciduria 3-@METHYLGLUTACONIC_ACIDURIA,_TYPE_I
ECHS1		ADIPOGENESIS FATTY_ACID_METABOLISM OXIDATIVE_PHOSPHORYLATION	Pyruvate_Dehydrogenase_Complex_Deficiency_Disease Malignant_neoplasm_of_breast Beta-Hydroxyisobutyryl_CoA_Deacylase_Deficiency Hepatitis_A Glioblastoma Mitochondrial_Respiratory_Chain_Deficiencies Inborn_Errors_of_Metabolism Breast_Carcinoma Liver_carcinoma Leigh_Disease Hepatitis
