name	hallmark	disease
CPB1	KRAS_SIGNALING_DN	Alzheimer's_Disease Atypical_Hemolytic_Uremic_Syndrome Luminal_A_Breast_Carcinoma Degenerative_polyarthritis Synovitis Acute_pancreatitis Neoplasm_Metastasis Breast_Carcinoma Autoimmune_arthritis Skin_Erosion Pancreatitis,_Chronic Arthropathy Osteophyte Malignant_neoplasm_of_breast Rheumatoid_Arthritis Arthritis Diarrhea
MAOB	OXIDATIVE_PHOSPHORYLATION	Mental_disorders Turner_Syndrome Psychotic_Disorders Classical_phenylketonuria Restless_Legs_Syndrome Phenylketonurias Alzheimer's_Disease Major_Depressive_Disorder EAR,_PATELLA,_SHORT_STATURE_SYNDROME Endothelial_dysfunction Glioblastoma Abnormal_behavior PARKINSON_DISEASE,_LATE-ONSET Mental_Retardation Central_neuroblastoma Neurodegenerative_Disorders Schizophrenia Alcoholic_Intoxication,_Chronic Global_developmental_delay Malnutrition Unipolar_Depression Motor_disturbances Elastosis_perforans_serpiginosa Borderline_Personality_Disorder Developmental_delay_(disorder) Autism_Spectrum_Disorders Antisocial_Personality_Disorder Attention_deficit_hyperactivity_disorder Dent's_disease Intellectual_Disability Amyotrophic_Lateral_Sclerosis Parkinson_Disease nervous_system_disorder Dyskinetic_syndrome Young_onset_Parkinson_disease Oppositional_Defiant_Disorder Neuroblastoma Vascular_Diseases Dermatitis,_Atopic Parkinsonian_Disorders Eczema Gambling,_Pathological Extrapyramidal_sign Norrie_disease Non-Small_Cell_Lung_Carcinoma Amyloidosis Depressive_disorder Mood_Disorders Bipolar_Disorder Hepatic_Encephalopathy Substance_abuse_problem Pheochromocytoma,_malignant RETINAL_DYSPLASIA,_PRIMARY Mental_Depression Antisocial_behavior
TPM1	EPITHELIAL_MESENCHYMAL_TRANSITION	Telangiectasis Interstitial_lung_fibrosis Benign_Prostatic_Hyperplasia Neoplasm_Metastasis Congestive_heart_failure Colorectal_Cancer Hypertrophic_cardiomyopathy_without_obstruction Left_ventricular_noncompaction Observation_of_Neuromuscular_Block Arteriosclerosis_Obliterans Hypertrophic_Cardiomyopathy Squamous_cell_carcinoma_of_esophagus Nemaline_Myopathy,_Autosomal_Dominant Nemaline_Myopathy,_Autosomal_Recessive Familial_dilated_cardiomyopathy Paresis Colorectal_Carcinoma Breast_Carcinoma Cardiomyopathy,_Dilated Mammary_Neoplasms Extrahepatic_Cholangiocarcinoma Cardiomyopathy,_Hypertrophic,_Familial Malignant_neoplasm_of_breast Cardiac_dilatation Muscle_Weakness Pelvic_Organ_Prolapse Cap_Myopathy Intrahepatic_Cholangiocarcinoma Carcinoma_breast_stage_IV Left_ventricular_noncompaction_cardiomyopathy Left_Ventricular_Hypertrophy melanoma Ventricular_arrhythmia Congenital_contractural_arachnodactyly Congenital_Heart_Defects Vagina_Carcinoma Carcinogenesis Cervix_carcinoma Cardiomyopathy,_Familial_Idiopathic Disorder_of_skeletal_muscle Cholangiocarcinoma Congenital_clubfoot Myopathies,_Nemaline Hyperlipoproteinemia_Type_IIa Precursor_B-cell_lymphoblastic_leukemia Metabolic_Syndrome_X Heart_failure IGA_Glomerulonephritis Cardiomyopathies Myopathy
SLC27A1	ADIPOGENESIS	Cardiovascular_Diseases Obesity Diabetes_Mellitus,_Non-Insulin-Dependent Ichthyoses Overweight Metabolic_Diseases Metabolic_Syndrome_X Congenital_ichthyosis
SIGMAR1	UV_RESPONSE_UP	Mood_Disorders Major_Depressive_Disorder Frontotemporal_Lobar_Degeneration Amnesia Myeloid_Leukemia Malignant_neoplasm_of_breast Cognition_Disorders Addictive_Behavior Dementia Amyotrophic_Lateral_Sclerosis Schizophrenia Parkinsonian_Disorders Huntington_Disease Pain Motor_Neuron_Disease Neuralgia Alzheimer's_Disease Virus_Diseases Breast_Carcinoma Malignant_neoplasm_of_large_intestine Alcoholic_Intoxication,_Chronic Impaired_cognition Parkinson_Disease Malignant_neoplasm_of_prostate Colorectal_Carcinoma Peripheral_motor_neuropathy Unipolar_Depression Prostate_carcinoma Cerebrovascular_accident Presenile_dementia Hepatitis_C Frontotemporal_Dementia_With_Motor_Neuron_Disease Depressive_Symptoms Bipolar_Disorder Inflammatory_pain Colorectal_Cancer Neurodegenerative_Disorders
MAP2K6	PI3K_AKT_MTOR_SIGNALING	Muscular_Dystrophy Primary_malignant_neoplasm_of_lung Parkinson_Disease Myocardial_Infarction Ovarian_Carcinoma Influenza Carcinogenesis Arthritis Malignant_neoplasm_of_ovary Huntington_Disease Carcinoma_of_lung Malignant_neoplasm_of_lung Epithelial_ovarian_cancer Non-Small_Cell_Lung_Carcinoma Glioblastoma melanoma Obesity
MAPK9	PI3K_AKT_MTOR_SIGNALING	nervous_system_disorder Neoplasms,_Intracranial Liver_carcinoma leukemia Asthma Neuroblastoma Joint_swelling Colitis Congestive_heart_failure Complete_atrioventricular_block Malignant_neoplasm_of_breast Glioblastoma Prostate_carcinoma Colorectal_Carcinoma melanoma Steatohepatitis Epithelial_ovarian_cancer Cystic_Fibrosis Obesity Hyperinsulinism Arthritis Carcinogenesis Breast_Carcinoma Colon_Carcinoma B-Cell_Lymphomas Glioma Brain_Neoplasms Central_neuroblastoma Blast_Phase Conventional_(Clear_Cell)_Renal_Cell_Carcinoma HIV_Infections Rheumatoid_Arthritis Nasopharyngeal_carcinoma Multiple_Myeloma Chronic_Obstructive_Airway_Disease Ovarian_Carcinoma Amyotrophic_Lateral_Sclerosis Myeloid_Leukemia Colorectal_Cancer Malignant_tumor_of_colon Carcinoma_of_lung Hyperactive_behavior Fatty_Liver Small_cell_carcinoma_of_lung Malignant_neoplasm_of_prostate Neurodegenerative_Disorders Heart_failure Chronic_liver_disease
IRAK4	PI3K_AKT_MTOR_SIGNALING	Amyloidosis Lupus_Erythematosus,_Systemic Toxoplasmosis,_Congenital Malignant_neoplasm_of_prostate Systemic_Inflammatory_Response_Syndrome Burkitt_Lymphoma Adult_Burkitt_Lymphoma Childhood_Burkitt_Lymphoma Allergic_rhinitis_(disorder) Immunologic_Deficiency_Syndromes Invasive_Streptococcus_pneumoniae_disease Pancreatic_Ductal_Adenocarcinoma Pneumonia Tuberculosis Sepsis Craniosynostosis Herpes_Simplex_Infections Primary_immune_deficiency_disorder Gram-Positive_Bacterial_Infections Bacterial_Infections IRAK4_Deficiency Camurati-Engelmann_Syndrome Alzheimer's_Disease Glioma Malaria Asthma Arteriosclerosis Bacteremia Prostate_carcinoma Pneumococcal_Infections Septicemia Atherosclerosis Herpes_encephalitis MYD88_Deficiency Meningitis,_Pneumococcal
HSPA4	MTORC1_SIGNALING	beta_Thalassemia Fibrillation Diabetic_foot_ulcer Choriocarcinoma Malignant_neoplasm_of_testis Auricular_swelling Age-related_cataract Glioma Infection_by_larvae_of_Trichinella_spiralis Vascular_Diseases Hormone_refractory_prostate_cancer Amyotrophic_Lateral_Sclerosis Adenocarcinoma_of_lung_(disorder) Mammary_Neoplasms Cystic_Fibrosis Neurodegenerative_Disorders Acute_lymphocytic_leukemia Ovarian_Carcinoma Malignant_neoplasm_of_stomach ABLEPHARON-MACROSTOMIA_SYNDROME Herpes_Simplex_Infections Sepsis Pneumonia Hyperthyroidism Atrophy,_Disuse Lip_and_Oral_Cavity_Carcinoma Asthma Sleep_Apnea,_Obstructive Disorder_of_the_optic_nerve Developmental_delay_(disorder) Inflammatory_Bowel_Diseases Machado-Joseph_Disease Myeloid_Leukemia,_Chronic Lung_Neoplasms Merkel_cell_carcinoma Diabetic_Nephropathy Dermatitis,_Atopic Agranulocytosis Malignant_neoplasm_of_urinary_bladder cervical_cancer VITILIGO-ASSOCIATED_MULTIPLE_AUTOIMMUNE_DISEASE_SUSCEPTIBILITY_1_(finding) Colorectal_Cancer Global_developmental_delay Malignant_Head_and_Neck_Neoplasm Osteosarcoma Immune_System_Diseases Bladder_Neoplasm Stomach_Carcinoma Japanese_Encephalitis Necrotizing_enterocolitis_in_fetus_OR_newborn Disorder_characterized_by_fever Lymphoma cocaine_use Protein_Misfolding_Disorders Coronary_heart_disease Hereditary_Leiomyomatosis_and_Renal_Cell_Cancer Lysosomal_Storage_Diseases Obstructive_nephropathy Retinoblastoma Lung_Diseases,_Interstitial Liver_neoplasms Multiple_tumors Heart_failure Henoch-Schoenlein_Purpura Virus_Diseases Solid_Neoplasm Chronic_Kidney_Diseases Kaposi_Sarcoma Carcinoma_of_bladder Lafora_Disease Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Tumor_Progression Acute_leukemia Dermatologic_disorders Hereditary_sideroblastic_anemia Early_Hepatocellular_Carcinoma Hypopigmentation_disorder Leishmaniasis,_Cutaneous Coronary_Arteriosclerosis Huntington_Disease Neurilemmoma Diabetes_in_children Malignant_neoplasm_of_ovary Pelvic_Inflammatory_Disease Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Spondylarthropathies Malignant_neoplasm_of_mouth Manic Osteosarcoma_of_bone Brain_Neoplasms Bronchitis,_Chronic Myocardial_Infarction Salmonella_infections Myxoid_cyst Amyloidosis Idiopathic_Pulmonary_Fibrosis Chronic_myeloproliferative_disorder Pneumonitis Carcinoma,_Ehrlich_Tumor Carcinogenesis Cerebrovascular_accident Nephroblastoma Melanoma,_B16 Leukemia,_Myelocytic,_Acute Blast_Phase Chagas_Disease T-lymphocyte_deficiency Hematologic_Neoplasms Malignant_tumor_of_colon Pulmonary_Fibrosis Atrial_Fibrillation Cerebral_Infarction Duodenal_Ulcer Creutzfeldt-Jakob_disease Polyendocrinopathies,_Autoimmune Verrucous_carcinoma Mesothelioma Tumor_Expansion Encephalomyelitis Erythrokeratodermia_variabilis Acute_Erythroblastic_Leukemia Neurologic_Symptoms Unipolar_Depression T-Cell_Lymphoma Pericarditis Anterior_myocardial_infarction Autoimmune_Diseases Malignant_neoplasm_of_lung leukemia Tauopathies Hepatocarcinogenesis Tuberculosis Seizures Myocardial_Ischemia MYELODYSPLASTIC_SYNDROME Primary_malignant_neoplasm_of_lung Malignant_tumor_of_cervix 5q-syndrome Arthritis Carcinoma_of_larynx Adult_Lymphoma Malignant_neoplasm_of_gastrointestinal_tract Diabetes_Mellitus Sarcoidosis Convulsions Malignant_Neoplasms HIV_Infections Lymphoma,_Non-Hodgkin Infectious_colitis Colorectal_Carcinoma Neoplasm_Metastasis Niemann-Pick_Diseases Sudden_infant_death_syndrome Infection_by_Cryptococcus_neoformans High_altitude_pulmonary_edema Vitiligo Acute_myocardial_infarction Central_neuroblastoma Malignant_neoplasm_of_brain Cerebellar_Ataxia Atherosclerosis Adenoma Lupus_Erythematosus,_Systemic Ataxia Endometriosis Hypertensive_disease Hearing_Loss,_High-Frequency Hepatitis_C Multiple_Sclerosis Primary_malignant_neoplasm Cytomegalovirus_Infections Kidney_Failure,_Acute beta^+^_Thalassemia Prostate_carcinoma Autoimmune_arthritis Gastric_Adenocarcinoma Chronic_Lymphocytic_Leukemia Cataract Nasopharyngeal_carcinoma Pulmonary_Pathology Lyme_Arthritis Medullary_carcinoma_of_thyroid Diabetes_Mellitus,_Non-Insulin-Dependent Ewings_sarcoma Lewy_Body_Disease Breast_Carcinoma Bacterial_Infections Peripheral_arterial_occlusive_disease Major_Depressive_Disorder Arteriosclerosis Candidiasis Parkinson_Disease Psychotic_episodes precancerous_lesions Liver_carcinoma Graves_Disease Eczema Chronic_Obstructive_Airway_Disease Trichohepatoenteric_Syndrome Common_wart Lesion_of_brain Mood_Disorders Cerebral_Ischemia Thyroid_associated_opthalmopathies Malaria Leishmaniasis Cervix_carcinoma Septicemia Squamous_cell_carcinoma Fibrosarcoma Diabetes_Mellitus,_Insulin-Dependent Ulcerative_Colitis Spastic_Paraplegia,_Hereditary Prion_Diseases Bulbo-Spinal_Atrophy,_X-Linked Respiratory_Distress_Syndrome,_Adult Long_QT_Syndrome Acute_mountain_sickness Measles Middle_Cerebral_Artery_Occlusion Pneumocystis_jiroveci_pneumonia Alzheimer's_Disease Essential_Hypertension Colon_Carcinoma Cardiomyopathy,_Familial_Idiopathic Degenerative_polyarthritis Malignant_neoplasm_of_pancreas Young_onset_Parkinson_disease Childhood_Lymphoma Bipolar_Disorder Neuroblastoma Carcinoma_of_lung Multiple_Myeloma Triple_Negative_Breast_Neoplasms Diabetic_Foot Squamous_cell_carcinoma_of_the_head_and_neck Severe_Sepsis Glioblastoma Parkinsonian_Disorders Kidney_Failure Muscle_damage Crohn_Disease Pancreatic_carcinoma Stress_Disorders,_Traumatic Non-Small_Cell_Lung_Carcinoma Burkitt_Lymphoma Leishmaniasis,_Visceral Renal_Insufficiency Bilateral_cataracts_(disorder) Ischemic_stroke Malignant_neoplasm_of_prostate Malignant_neoplasm_of_breast Rheumatoid_Arthritis Schizophrenia melanoma PACHYONYCHIA_CONGENITA_3 Neuroendocrine_Tumors Allergic_asthma Epilepsy Giardiasis Congestive_heart_failure Influenza Thrombocythemia,_Essential HELLP_Syndrome Cervical_Squamous_Cell_Carcinoma Charcot-Marie-Tooth_Disease,_Type_Ia_(disorder) Dementia,_Vascular High_Grade_Cervical_Intraepithelial_Neoplasia Spinocerebellar_Ataxia_Type_7 Pregnancy_Complications Carotid_artery_occlusion Hyperhomocysteinemia Encephalitis,_St._Louis Infection_caused_by_Helicobacter_pylori Hepatitis_B Neoplasms Gastroesophageal_reflux_disease Trichinellosis
HSPH1	FATTY_ACID_METABOLISM	Tauopathies Colorectal_Carcinoma Immunologic_Deficiency_Syndromes Lymphoma,_Non-Hodgkin Pancreatic_carcinoma Lymphoma Tumor_Progression Malignant_neoplasm_of_breast Breast_Carcinoma Renal_Cell_Carcinoma Malignant_neoplasm_of_large_intestine Colorectal_Cancer Adenocarcinoma Hepatocarcinogenesis Colorectal_Neoplasms melanoma Colitis Liver_carcinoma Alzheimer's_Disease Mammary_Neoplasms Amyloidosis Malignant_neoplasm_of_stomach B-Cell_Lymphomas Stomach_Carcinoma Malignant_neoplasm_of_pancreas Bulbo-Spinal_Atrophy,_X-Linked
FBXW7	P53_PATHWAY	Diabetes Adult_T_Acute_Lymphoblastic_Leukemia Metastatic_melanoma Secondary_malignant_neoplasm_of_lymph_node Exanthema Recurrent_herpes_simplex_infection_of_eye West_Nile_viral_infection Teratoma Mammary_Neoplasms Myeloid_Leukemia,_Chronic Renal_carcinoma GLOMUVENOUS_MALFORMATIONS Malignant_neoplasm_of_stomach Squamous_cell_carcinoma Dengue_Fever Carcinogenesis POLYARTERITIS_NODOSA,_CHILDHOOD-ONSET Lymphoid_leukemia Malaria Endometrial_Carcinoma Pancreatic_Ductal_Adenocarcinoma Non-Small_Cell_Lung_Carcinoma Colorectal_Carcinoma Diabetes_Mellitus Childhood_Acute_Lymphoblastic_Leukemia Ovarian_Carcinoma Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Nasopharyngeal_carcinoma Nonalcoholic_Steatohepatitis Osteosarcoma_of_bone Squamous_cell_carcinoma_of_esophagus Liver_carcinoma Invasive_carcinoma_of_breast Precursor_cell_lymphoblastic_lymphoma Nephroblastoma Esophageal_carcinoma Glioma Adenocarcinoma_of_pancreas Alzheimer's_Disease Intestinal_Cancer Malignant_neoplasm_of_kidney Neoplasms Uterine_Corpus_Cancer Epithelioma Cervical_Intraepithelial_Neoplasia Tumor_Progression Esophageal_Neoplasms Uveal_melanoma Rheumatic_Heart_Disease Chronic_Lymphocytic_Leukemia Adenocarcinoma_of_large_intestine Cervical_Squamous_Intraepithelial_Neoplasia Steatohepatitis Pancreatic_carcinoma Epithelial_ovarian_cancer melanoma Neurofibromatosis_1 Colorectal_Cancer Recurrent_tumor Congenital_contractural_arachnodactyly Malignant_neoplasm_of_large_intestine Richter's_syndrome beta_Thalassemia Hermanski-Pudlak_Syndrome Stomach_Carcinoma Malignant_neoplasm_of_pancreas Malignant_neoplasm_of_esophagus Osteosarcoma Focal_glomerulosclerosis Adult_T-Cell_Lymphoma/Leukemia Neoplasm_Metastasis Leukemia,_T-Cell Adenomatous_polyp_of_colon Parkinson_Disease leukemia Deficiency_of_glucose-6-phosphate_dehydrogenase Adenocarcinoma Malignant_Neoplasms Breast_Carcinoma beta^+^_Thalassemia Malignant_neoplasm_of_prostate Carcinoma,_Endometrioid Cholangiocarcinoma Adenomatous_Polyposis_Coli Gastric_Adenocarcinoma Undifferentiated_carcinoma Muscular_Dystrophy,_Facioscapulohumeral Childhood_T_Acute_Lymphoblastic_Leukemia T-Cell_Lymphoma Huntington_Disease Adenoma Malignant_tumor_of_colon Intestinal_Neoplasms Leukemogenesis Parkinsonian_Disorders Prostate_carcinoma Colorectal_Neoplasms Acute_lymphocytic_leukemia Malignant_neoplasm_of_breast Polyarteritis_Nodosa Neoplasm,_Residual Malignant_neoplasm_of_urinary_bladder Malignant_neoplasm_of_endometrium Neurodevelopmental_Disorders Carcinoma,_Small_Cell Malignant_neoplasm_of_ovary Primary_malignant_neoplasm Colon_Carcinoma Dysplastic_Nevus Glioblastoma Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Hamartoma B-Cell_Lymphomas alpha^+^_Thalassemia Adenocarcinoma_of_lung_(disorder) Lymphoma ovarian_neoplasm Kaposi_Sarcoma Cystadenocarcinoma,_Serous
PRKACA	UV_RESPONSE_UP	Liver_diseases Malignant_neoplasm_of_breast Adrenal_Gland_Hyperfunction Congenital_adrenal_hyperplasia Adrenocortical_carcinoma Agenesis_of_corpus_callosum Adrenal_Gland_Neoplasms ACTH-Secreting_Pituitary_Adenoma Adenoma Cushing_Syndrome Adrenal_hypertrophy_or_hyperplasia Adrenal_hyperplasia Pituitary_Neoplasms Breast_Carcinoma Prostate_carcinoma Adrenal_Cushing's_syndrome Adrenal_Cortical_Adenoma Myxoma_of_heart Thyroid_Gland_Follicular_Adenoma Congenital_chromosomal_disease Myxoma_of_the_Endocardium Fibrolamellar_Hepatocellular_Carcinoma Malignant_neoplasm_of_prostate Liver_carcinoma Aplasia_Cutis_Congenita
MAPK10	PI3K_AKT_MTOR_SIGNALING	Metabolic_Diseases Burkitt_Lymphoma Squamous_cell_carcinoma_of_the_head_and_neck Ovarian_epithelial_cancer_stage_II Epithelial_ovarian_cancer Cognition_Disorders Ovarian_Carcinoma Alzheimer's_Disease Huntington_Disease Seizures Spinal_Muscular_Atrophy Brain_Diseases Down_Syndrome Epileptic_encephalopathy Microphthalmos Neurodegenerative_Disorders Hyperactive_behavior Malignant_neoplasm_of_ovary Intellectual_Disability
CALM1	COMPLEMENT	Osteosarcoma Liver_neoplasms Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma Malignant_Peripheral_Nerve_Sheath_Tumor Breast_Carcinoma Tachycardia,_Ventricular Quebec_platelet_disorder Acute_lymphocytic_leukemia Mental_Depression Neuroblastoma Malignant_neoplasm_of_breast Malignant_neoplasm_of_gastrointestinal_tract Hyperactive_behavior Osteoarthritis_of_hip Leukemia,_Myelocytic,_Acute Cervix_carcinoma M5b_Acute_differentiated_monocytic_leukemia Malignant_neoplasm_of_gallbladder Heart_Diseases Gallbladder_Carcinoma Congenital_long_QT_syndrome Pseudoachondroplasia Anxiety_Disorders Leukemogenesis Cerebrovascular_accident Primary_malignant_neoplasm_of_lung Cardiomyopathy,_Hypertrophic,_Familial Measles Arthritis,_Reactive Tuberous_Sclerosis Neurofibromatosis_1 Papillary_thyroid_carcinoma CATARACT,_NONNUCLEAR_POLYMORPHIC_CONGENITAL,_AUTOSOMAL_DOMINANT Addictive_Behavior Lymphoma,_Non-Hodgkin Chronic_Lymphocytic_Leukemia Melanoma,_B16 Malignant_neoplasm_of_kidney Cardiomyopathy,_Familial_Idiopathic Cholangiocarcinoma Gastrointestinal_Carcinoid_Tumor Atrial_Fibrillation Glioma Fibrosarcoma Leishmaniasis,_Cutaneous Heart_failure Myocardial_Ischemia Epithelial_ovarian_cancer Liver_carcinoma leukemia melanoma Stomach_Carcinoma Rheumatoid_Arthritis Non-Small_Cell_Lung_Carcinoma Schizophrenia Lymphoma Obesity Medulloblastoma Astrocytoma Long_QT_Syndrome Myeloid_Leukemia,_Chronic Enterovirus_Infections Chronic_atrial_fibrillation Pancreatic_carcinoma Depressive_disorder Acute_Megakaryocytic_Leukemias Neurodegenerative_Disorders Adenoma Congestive_heart_failure Multiple_Epiphyseal_Dysplasia Residual_Cancer Cardiac_Arrest Pertussis Malignant_neoplasm_of_ovary Parathyroid_Adenoma Drug_abuse Adult_onset_autosomal_dominant_leukodystrophy Ductal_Carcinoma Spastic_Paraplegia Cerebellar_Ataxia VENTRICULAR_TACHYCARDIA,_CATECHOLAMINERGIC_POLYMORPHIC,_1_(disorder) MASA_SYNDROME_(disorder) Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Mesothelioma Cerebral_Infarction Adult_Non-Hodgkin_Lymphoma Meningioma Prostate_carcinoma Hodgkin_Disease Glioblastoma Glycogen_Storage_Disease_Type_VII Sarcoma Carcinogenesis Retinoblastoma Diabetic_Cardiomyopathies Tumor_Progression Cardiac_arrest_in_children Cystic_Fibrosis Osteosarcoma_of_bone Van_der_Woude_syndrome Hereditary_pancreatitis Down_Syndrome Paroxysmal_familial_ventricular_fibrillation Sjogren's_Syndrome Central_neuroblastoma Small_cell_carcinoma_of_lung Multiple_Myeloma Liver_and_Intrahepatic_Biliary_Tract_Carcinoma African_Trypanosomiasis Monocytic_leukemia Whooping_cough_due_to_unspecified_organism Myeloid_Leukemia Malignant_neoplasm_of_stomach Lymphangioleiomyomatosis Gastric_Adenocarcinoma Huntington_Disease X-linked_hydrocephalus_syndrome Degenerative_polyarthritis Squamous_cell_carcinoma Epilepsy,_Temporal_Lobe Diabetes_Mellitus,_Insulin-Dependent MIXED_LINEAGE_LEUKEMIA Renal_dysplasia_and_retinal_aplasia_(disorder) Metastatic_melanoma Malignant_neoplasm_of_pancreas Cardiomyopathy,_Dilated CATARACT,_MARNER_TYPE Specific_language_impairment Cataract Childhood_Non-Hodgkin_Lymphoma Ventricular_arrhythmia Osteoporosis Angelman_Syndrome Timothy_syndrome Adenocarcinoma Multiple_Sclerosis Anemia,_Sickle_Cell HYPOCALCIURIC_HYPERCALCEMIA,_FAMILIAL,_TYPE_III Renal_carcinoma Ataxia Carcinoma_of_lung Malignant_tumor_of_cervix Neoplasm_Metastasis cervical_cancer Marijuana_Abuse Brugada_Syndrome_(disorder) Prostatic_Neoplasms Diffuse_Large_B-Cell_Lymphoma Hypertensive_disease Idiopathic_scoliosis Learning_Disabilities Cavernous_Hemangioma_of_Brain Tuberculosis Stress,_Psychological Malignant_Glioma Malignant_neoplasm_of_liver Medullary_carcinoma_of_thyroid Colon_Carcinoma Asthma Ovarian_Carcinoma Epilepsy Acute_leukemia Malignant_neoplasm_of_lung Alzheimer's_Disease NEUROFIBROMATOSIS,_TYPE_1-LIKE_SYNDROME Chronic_heart_failure Malignant_neoplasm_of_prostate Teratoma Glioblastoma_Multiforme Congenital_cerebellar_ataxia Cerebral_Ischemia Hyperlipoproteinemia_Type_IIa Hypothyroidism Congenital_cataract
